frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,727,411,911,670
1,726,411,909,669
2,726,413,908,670
3,726,413,908,670
4,726,414,908,670
5,725,413,908,670
6,725,413,907,670
7,725,411,907,669
8,725,410,907,669
9,725,409,906,668
10,725,407,906,666
11,724,405,906,666
12,724,404,906,663
13,725,401,906,659
14,725,398,906,652
15,724,395,907,647
16,724,394,907,640
17,725,390,907,634
18,724,386,907,627
19,724,382,907,620
20,724,379,908,614
21,724,375,908,607
22,724,371,909,600
23,724,368,909,592
24,725,365,910,589
25,725,361,910,582
26,727,356,911,573
27,726,350,911,568
28,726,346,912,562
29,726,341,913,553
30,726,339,912,546
31,726,333,912,540
32,725,330,913,534
33,726,326,913,528
34,726,324,912,520
35,725,318,911,514
36,724,317,910,508
37,722,317,909,500
38,721,314,908,495
39,720,307,907,490
40,719,303,906,485
41,717,298,905,480
42,715,294,903,474
43,715,291,902,469
44,714,286,901,465
45,713,281,900,463
46,711,278,899,459
47,711,275,898,456
48,709,272,896,454
49,708,270,889,453
50,707,268,889,452
51,707,267,887,451
52,707,267,890,450
53,707,266,891,450
54,706,266,892,449
55,704,265,891,449
56,703,265,890,449
57,703,265,889,449
58,703,264,889,449
59,704,264,889,448
60,704,264,890,449
61,705,265,891,449
62,707,266,893,449
63,708,268,896,450
64,709,269,898,451
65,712,271,900,453
66,714,273,901,455
67,716,275,904,456
68,718,277,907,458
69,720,279,909,461
70,723,280,911,464
71,724,284,913,467
72,726,287,914,470
73,728,291,916,473
74,729,294,918,478
75,731,297,919,482
76,733,302,921,486
77,733,303,923,491
78,735,304,925,497
79,736,309,925,501
80,737,312,926,507
81,738,316,926,512
82,739,317,926,516
83,739,321,927,523
84,740,323,926,528
85,739,330,926,535
86,739,335,925,542
87,738,338,924,547
88,738,344,923,556
89,739,349,922,561
90,737,354,922,569
91,737,356,921,577
92,734,361,920,589
93,734,365,920,596
94,733,369,918,602
95,731,372,917,611
96,732,377,916,618
97,731,382,915,626
98,731,386,914,634
99,729,391,914,642
100,729,396,913,649
101,729,399,912,655
102,728,403,911,659
103,728,407,911,664
104,727,408,910,668
105,727,411,909,671
106,726,413,909,672
107,726,413,909,671
108,726,413,909,670
109,726,415,909,670
110,727,416,909,670
111,727,417,910,670
112,727,414,910,667
