frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,585,505,758,720
1,586,497,759,719
2,588,492,759,719
3,592,486,759,719
4,595,492,760,719
5,519,455,761,719
6,494,445,761,719
7,484,443,760,719
8,480,443,760,719
9,482,450,759,715
10,482,450,759,709
11,483,450,758,701
12,484,448,757,692
13,484,448,756,686
14,486,449,755,679
15,487,449,755,665
16,487,443,753,651
17,487,438,752,641
18,487,444,750,629
19,487,442,748,617
20,487,433,746,605
21,487,422,746,594
22,488,411,746,583
23,489,399,745,572
24,489,388,743,565
25,489,379,743,562
26,489,368,742,558
27,490,359,741,545
28,490,349,739,544
29,543,340,737,535
30,563,332,736,520
31,568,322,736,504
32,569,316,734,494
33,568,311,734,484
34,565,306,734,479
35,561,302,734,476
36,563,299,734,473
37,562,297,734,471
38,560,294,735,471
39,559,292,735,470
40,560,291,736,470
41,566,291,738,469
42,570,292,740,468
43,575,294,741,468
44,577,295,741,469
45,577,295,743,469
46,579,296,744,469
47,585,296,747,470
48,584,297,749,471
49,585,297,751,472
50,582,296,753,472
51,580,296,753,472
52,585,297,755,473
53,590,298,756,474
54,591,299,758,475
55,595,300,760,475
56,597,301,762,476
57,599,301,762,476
58,599,301,763,477
59,600,302,764,478
60,600,302,764,478
61,600,303,764,478
62,600,303,764,478
63,600,304,764,479
64,599,305,763,479
65,599,305,763,480
66,598,306,762,480
67,596,307,761,481
68,595,307,760,481
69,591,307,759,481
70,591,309,758,482
71,592,310,757,483
72,591,311,756,483
73,591,312,755,484
74,591,314,754,484
75,591,315,753,486
76,588,316,752,486
77,586,317,751,489
78,585,318,751,492
79,584,320,750,497
80,583,322,749,502
81,581,324,749,506
82,579,327,749,510
83,578,331,749,516
84,522,335,750,532
