frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,580,317,734,484
1,579,320,735,486
2,574,322,736,489
3,576,326,734,492
4,496,3,816,179
5,575,336,733,504
6,573,341,733,508
7,574,346,733,512
8,490,9,816,184
9,490,12,816,185
10,490,10,816,185
11,490,12,816,185
12,490,11,816,185
13,490,12,817,185
14,490,15,817,185
15,490,10,817,185
16,578,410,741,586
17,580,415,742,595
18,581,418,744,604
19,580,422,745,615
20,581,426,746,625
21,580,436,747,635
22,580,444,748,643
23,581,449,750,651
24,583,453,751,662
25,585,456,752,673
26,587,464,754,680
27,588,471,755,685
28,589,475,756,692
29,590,478,757,698
30,591,484,758,703
31,592,488,759,710
32,592,492,759,716
33,593,494,760,720
34,593,495,760,720
35,593,495,760,720
36,592,496,761,720
37,591,498,761,720
38,590,499,761,720
39,589,500,761,720
40,588,500,761,720
41,587,499,761,720
42,586,499,761,720
43,587,500,761,720
44,587,500,761,720
45,587,500,761,720
46,588,500,761,720
47,587,500,761,720
48,587,500,761,720
49,588,501,761,720
50,587,500,761,720
51,587,500,761,720
52,588,501,760,719
53,588,500,760,719
54,589,499,760,719
55,590,495,760,719
56,591,493,759,718
57,593,491,759,717
58,593,487,758,714
59,593,484,757,705
60,594,478,757,698
61,593,475,756,687
62,592,466,756,681
63,591,460,755,669
64,586,454,754,656
65,585,446,754,643
66,582,441,753,633
67,576,427,752,622
68,575,417,751,609
69,555,413,751,598
70,549,409,749,586
71,563,403,751,574
72,570,395,748,563
73,562,385,745,552
74,490,9,816,185
75,490,8,816,185
76,490,6,816,185
77,489,4,816,185
78,489,3,816,185
79,489,2,816,185
80,490,2,816,185
81,489,2,816,185
82,489,3,816,185
83,490,3,816,185
84,489,3,816,185
85,489,3,816,185
86,490,4,816,186
87,489,4,816,185
88,490,3,816,185
89,490,3,816,185
90,490,3,816,185
91,490,3,816,185
92,490,3,816,185
93,490,3,816,185
94,490,3,816,185
95,490,3,816,185
96,490,3,816,185
97,490,3,816,185
98,490,2,816,185
99,490,3,816,185
100,490,3,816,185
101,490,3,816,185
102,490,3,816,185
103,490,3,816,185
104,490,3,816,185
105,490,3,816,185
106,490,3,816,185
107,490,2,816,185
108,490,2,816,185
109,490,2,816,185
110,490,2,816,185
111,490,2,816,185
112,490,2,816,185
113,490,2,816,185
114,490,2,816,185
