frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,661,202,,,655.0,191.0,,,631.0,190.0,626,246,617,248,,,633.0,327.0,,,656.0,385.0,631,379,625,381,636,477,630,481,637,580,632,591
1,588,258,596.0,251.0,,,618.0,256.0,,,643,297,611,298,650.0,358.0,615.0,358.0,644.0,403.0,618.0,398.0,664,391,642,391,660,459,638,456,667,544,651,528
2,595,249,602.0,242.0,,,626.0,247.0,,,649,290,617,287,648.0,357.0,,,635.0,401.0,,,666,383,643,381,660,456,635,451,669,541,652,523
3,602,243,609.0,237.0,,,632.0,241.0,,,651,283,626,281,650.0,348.0,,,630.0,390.0,,,662,383,643,381,660,459,639,453,669,544,652,526
4,609,237,617.0,230.0,,,638.0,234.0,,,651,277,628,276,648.0,337.0,,,633.0,381.0,,,652,381,635,379,657,458,640,454,669,544,650,527
5,614,232,621.0,225.0,,,642.0,228.0,,,656,272,630,270,649.0,332.0,,,634.0,383.0,,,652,376,634,374,655,457,640,454,668,544,649,528
6,617,227,625.0,221.0,,,645.0,225.0,,,659,266,637,264,654.0,326.0,,,635.0,374.0,,,651,373,636,370,655,455,640,450,668,540,649,524
7,620,224,628.0,218.0,,,648.0,222.0,,,661,264,638,262,657.0,325.0,,,638.0,371.0,,,651,373,635,370,655,456,639,451,666,540,647,525
8,623,222,630.0,216.0,,,651.0,220.0,,,663,258,638,257,660.0,315.0,,,638.0,359.0,,,653,367,635,364,655,453,639,449,664,540,647,524
9,625,222,632.0,215.0,,,651.0,217.0,,,666,254,637,255,663.0,306.0,,,639.0,341.0,,,654,364,633,361,654,453,638,449,662,540,646,524
10,626,220,633.0,214.0,,,654.0,216.0,,,670,249,638,253,668.0,295.0,,,645.0,319.0,,,655,361,633,360,653,450,638,446,662,536,644,522
11,628,219,636.0,213.0,626.0,214.0,658.0,215.0,,,672,246,638,254,674.0,271.0,,,667.0,285.0,,,657,359,635,359,653,449,638,445,660,537,644,522
12,631,217,639.0,211.0,628.0,211.0,661.0,214.0,,,673,248,637,252,671.0,293.0,,,,,,,659,360,635,359,652,448,637,445,659,536,643,522
13,633,217,642.0,211.0,629.0,211.0,663.0,215.0,,,673,247,637,252,674.0,284.0,,,653.0,307.0,,,660,360,636,358,652,448,637,445,659,537,643,522
14,635,217,644.0,211.0,631.0,211.0,664.0,216.0,,,673,249,636,251,676.0,285.0,,,658.0,297.0,,,659,361,635,359,652,450,637,446,661,538,644,523
15,637,219,646.0,213.0,633.0,213.0,665.0,217.0,,,673,253,637,251,676.0,297.0,,,,,,,658,362,634,359,652,452,637,447,663,538,644,524
16,637,220,646.0,214.0,633.0,214.0,665.0,219.0,,,675,255,633,255,675.0,302.0,,,,,,,659,364,631,362,653,453,636,449,664,539,644,525
17,637,221,646.0,216.0,632.0,215.0,664.0,221.0,,,673,256,632,257,676.0,302.0,,,650.0,324.0,,,657,365,630,363,653,454,634,450,665,540,644,525
18,634,222,644.0,216.0,630.0,216.0,663.0,222.0,,,672,256,632,258,675.0,302.0,,,649.0,330.0,,,656,366,630,364,652,454,634,451,664,540,644,525
19,633,222,642.0,216.0,630.0,216.0,661.0,221.0,,,671,254,632,256,672.0,305.0,,,649.0,340.0,,,655,365,629,363,650,452,633,447,664,539,643,525
20,632,223,641.0,217.0,628.0,217.0,659.0,222.0,,,669,253,631,258,673.0,295.0,,,650.0,338.0,,,653,365,628,364,649,450,635,447,663,539,645,525
21,628,224,637.0,217.0,624.0,217.0,656.0,221.0,,,666,259,629,259,670.0,308.0,,,644.0,348.0,,,652,369,627,366,651,455,634,451,665,542,646,525
22,626,224,635.0,217.0,622.0,217.0,653.0,220.0,,,665,258,628,259,669.0,308.0,,,644.0,351.0,,,652,369,627,367,650,455,634,451,665,541,645,525
23,624,224,633.0,218.0,620.0,218.0,652.0,221.0,,,663,255,628,259,668.0,306.0,,,646.0,354.0,,,650,366,627,365,651,452,635,447,665,539,647,522
24,623,225,632.0,218.0,619.0,218.0,650.0,220.0,,,662,258,628,259,668.0,309.0,,,643.0,354.0,,,650,369,628,367,650,455,635,451,665,542,647,525
25,623,224,631.0,218.0,619.0,218.0,650.0,220.0,,,662,257,628,259,668.0,308.0,,,644.0,353.0,,,651,368,628,366,650,454,635,450,665,542,646,525
26,623,224,631.0,217.0,619.0,218.0,650.0,219.0,,,662,257,628,258,668.0,308.0,,,643.0,352.0,,,651,368,628,366,650,454,635,450,665,542,646,525
27,624,224,632.0,217.0,620.0,217.0,650.0,219.0,,,663,256,628,257,669.0,307.0,,,643.0,350.0,,,651,368,628,365,650,454,635,450,665,541,646,525
