frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,412,455,585,715
1,412,454,586,716
2,411,455,586,716
3,411,455,586,716
4,412,455,586,716
5,411,456,586,716
6,411,455,586,716
7,411,456,586,716
8,411,456,587,716
9,411,457,586,716
10,411,457,586,716
11,411,458,586,716
12,411,458,586,716
13,411,457,586,717
14,411,454,587,717
15,411,450,586,716
16,411,449,585,716
17,411,447,585,717
18,411,447,585,716
19,411,447,586,716
20,411,446,585,716
21,411,447,585,716
22,411,447,585,716
23,411,448,585,716
24,411,448,586,716
25,411,449,586,716
26,411,449,587,716
27,411,450,587,716
28,412,450,587,716
29,412,450,586,716
30,412,449,585,716
31,412,453,585,716
32,412,455,585,716
33,411,458,586,716
34,412,460,586,716
35,412,460,586,716
36,412,462,586,716
37,412,462,586,716
38,412,461,586,716
39,411,460,586,716
40,410,460,585,716
41,410,459,585,716
42,410,458,586,716
43,409,458,585,717
44,409,458,585,717
45,409,458,584,716
46,408,458,585,716
47,408,458,585,716
48,408,457,585,717
49,408,457,585,717
50,408,457,585,717
51,408,457,585,717
52,408,457,585,717
53,408,457,585,716
54,408,457,585,716
55,408,457,585,716
56,408,456,585,716
57,407,455,585,716
58,407,454,586,716
59,406,453,586,716
60,406,453,586,716
61,406,452,586,716
62,406,452,586,716
63,406,453,587,716
64,406,453,587,717
65,406,452,587,717
66,407,452,588,717
67,408,451,589,717
68,408,452,589,717
69,409,452,590,716
70,410,452,591,716
71,410,452,591,716
72,410,452,592,716
73,411,452,593,715
74,411,451,594,712
75,412,450,594,712
76,412,450,594,711
77,412,449,594,710
78,412,448,594,709
79,411,449,594,705
80,409,449,593,699
81,409,445,593,695
82,408,439,593,689
83,408,437,592,682
84,407,434,590,682
85,407,432,590,681
86,407,430,589,675
87,406,428,589,670
88,405,425,588,671
89,406,424,589,667
90,405,423,589,653
91,405,421,587,642
92,405,411,586,635
93,404,406,583,631
94,404,404,580,628
95,405,400,581,626
96,405,394,587,621
97,406,389,589,616
98,407,388,590,612
99,407,387,588,609
100,408,390,589,606
101,409,388,591,599
102,410,383,592,596
103,410,381,592,593
104,411,380,592,589
105,412,381,591,587
106,412,381,589,584
107,412,377,589,580
108,412,376,589,577
109,412,373,589,575
110,413,371,585,573
111,413,369,580,570
112,414,367,580,568
113,414,359,583,565
114,415,356,584,563
115,416,353,585,562
116,417,350,586,560
117,419,349,586,558
118,419,347,583,557
119,420,346,585,555
120,422,344,586,553
121,424,344,585,551
122,425,343,585,550
123,427,342,585,549
124,429,341,588,547
125,431,339,589,547
126,432,338,591,546
127,432,338,592,545
128,432,341,592,544
129,433,342,591,543
130,432,342,589,541
131,433,343,589,539
132,433,344,588,538
133,433,347,587,536
134,433,350,586,534
135,433,348,586,533
136,433,345,586,531
137,433,343,586,530
138,433,338,587,529
139,434,335,587,528
140,434,335,587,528
141,434,335,586,528
142,434,334,586,527
143,434,333,586,527
144,434,333,586,527
145,433,335,586,525
146,433,337,586,524
147,433,338,586,523
148,433,341,586,523
149,433,341,586,523
150,433,338,587,523
151,433,337,589,523
152,433,337,591,523
153,432,336,592,523
154,432,335,592,523
155,432,335,595,523
156,431,335,596,524
157,431,336,597,523
158,431,337,595,524
159,431,337,596,524
160,430,338,596,524
161,430,339,595,524
162,430,340,592,524
163,429,341,589,524
164,429,343,586,525
165,429,344,584,526
166,429,345,583,527
167,430,345,584,529
168,430,347,585,530
169,431,347,586,532
170,431,346,584,535
171,432,352,584,539
172,431,354,584,544
173,429,355,583,549
174,427,360,582,556
175,424,367,582,564
176,420,370,590,573
177,418,376,595,586
178,415,384,595,596
179,413,394,597,610
180,412,394,598,623
181,408,405,580,641
182,406,418,579,666
183,404,430,584,683
184,403,445,587,706
185,403,456,588,709
186,402,458,587,709
187,402,458,586,705
188,400,458,586,706
189,398,458,587,714
190,398,458,587,718
191,398,459,588,719
192,398,456,587,719
193,398,451,588,719
