frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,,,,
1,,,,
2,,,,
3,,,,
4,541.0,201.0,649.0,307.0
5,540.0,199.0,648.0,308.0
6,539.0,200.0,647.0,310.0
7,539.0,203.0,646.0,311.0
8,539.0,206.0,646.0,312.0
9,540.0,207.0,646.0,312.0
10,,,,
11,543.0,206.0,649.0,313.0
12,546.0,205.0,650.0,313.0
13,551.0,213.0,652.0,313.0
14,562.0,217.0,655.0,313.0
15,561.0,218.0,659.0,313.0
16,,,,
17,589.0,219.0,666.0,313.0
18,580.0,219.0,670.0,314.0
19,581.0,219.0,676.0,315.0
20,583.0,218.0,681.0,315.0
21,587.0,215.0,685.0,316.0
22,590.0,215.0,689.0,316.0
23,595.0,214.0,692.0,316.0
24,600.0,214.0,694.0,316.0
25,605.0,214.0,696.0,317.0
26,607.0,214.0,699.0,318.0
27,610.0,213.0,704.0,321.0
28,613.0,213.0,707.0,323.0
29,615.0,213.0,708.0,325.0
30,617.0,211.0,708.0,324.0
31,619.0,206.0,708.0,320.0
32,619.0,201.0,710.0,313.0
33,619.0,191.0,710.0,307.0
34,620.0,185.0,711.0,301.0
35,620.0,183.0,710.0,297.0
36,619.0,180.0,711.0,294.0
37,620.0,178.0,711.0,292.0
38,621.0,177.0,715.0,291.0
39,621.0,177.0,713.0,291.0
40,621.0,176.0,715.0,291.0
41,619.0,175.0,714.0,290.0
42,619.0,176.0,712.0,290.0
43,618.0,176.0,710.0,290.0
44,618.0,177.0,709.0,289.0
45,617.0,178.0,709.0,290.0
46,617.0,180.0,707.0,290.0
47,617.0,183.0,707.0,291.0
48,617.0,185.0,706.0,293.0
49,616.0,185.0,704.0,295.0
50,615.0,185.0,703.0,298.0
51,614.0,184.0,702.0,299.0
52,613.0,183.0,701.0,299.0
53,612.0,182.0,701.0,299.0
54,611.0,183.0,702.0,299.0
55,611.0,184.0,704.0,300.0
56,611.0,185.0,704.0,302.0
57,610.0,184.0,704.0,302.0
58,609.0,184.0,703.0,303.0
59,608.0,185.0,703.0,303.0
60,607.0,185.0,702.0,303.0
61,607.0,186.0,702.0,303.0
62,607.0,187.0,702.0,302.0
63,606.0,189.0,701.0,301.0
64,606.0,190.0,700.0,300.0
65,605.0,191.0,699.0,298.0
66,605.0,191.0,698.0,296.0
67,604.0,191.0,697.0,294.0
68,604.0,190.0,697.0,292.0
69,613.0,191.0,696.0,290.0
70,617.0,192.0,696.0,288.0
71,614.0,191.0,697.0,285.0
72,619.0,191.0,697.0,283.0
73,613.0,189.0,697.0,281.0
74,610.0,189.0,697.0,279.0
75,604.0,184.0,697.0,276.0
76,602.0,182.0,697.0,273.0
77,601.0,181.0,698.0,271.0
78,612.0,183.0,698.0,269.0
79,627.0,184.0,699.0,265.0
80,633.0,180.0,700.0,262.0
81,635.0,180.0,700.0,259.0
82,637.0,179.0,701.0,256.0
83,637.0,170.0,701.0,255.0
84,626.0,164.0,702.0,251.0
85,632.0,164.0,703.0,248.0
86,634.0,167.0,703.0,246.0
87,633.0,169.0,703.0,243.0
88,634.0,169.0,703.0,240.0
89,633.0,166.0,703.0,239.0
90,635.0,164.0,704.0,237.0
91,634.0,163.0,704.0,236.0
92,627.0,162.0,705.0,235.0
93,624.0,161.0,706.0,234.0
94,622.0,160.0,707.0,233.0
95,,,,
96,623.0,161.0,708.0,237.0
97,622.0,161.0,709.0,236.0
98,632.0,161.0,710.0,234.0
99,638.0,161.0,710.0,234.0
100,641.0,161.0,710.0,236.0
101,644.0,160.0,711.0,236.0
102,,,,
103,,,,
104,,,,
105,,,,
106,,,,
107,,,,
108,,,,
109,,,,
110,,,,
111,,,,
112,,,,
113,,,,
114,,,,
115,,,,
116,,,,
117,,,,
118,,,,
119,,,,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125,,,,
126,,,,
127,,,,
128,,,,
129,,,,
130,,,,
131,628.0,182.0,692.0,251.0
132,,,,
133,,,,
134,,,,
135,,,,
136,,,,
137,,,,
138,,,,
139,,,,
140,,,,
141,630.0,199.0,706.0,293.0
142,580.0,187.0,706.0,300.0
143,580.0,192.0,705.0,304.0
144,581.0,193.0,704.0,312.0
145,581.0,190.0,703.0,310.0
