frame_id,barbell_x_min,barbell_y_min,barbell_x_max,barbell_y_max
0,489,40,781,184
1,489,40,781,184
2,489,40,781,184
3,489,39,781,183
4,489,40,781,184
5,489,40,781,183
6,489,40,781,183
7,489,40,781,183
8,489,40,781,183
9,489,40,781,183
10,489,40,781,183
11,489,40,781,183
12,489,39,781,183
13,489,39,781,183
14,489,39,781,183
15,489,39,781,183
16,489,39,781,183
17,489,39,781,183
18,489,40,781,183
19,489,40,781,183
20,490,40,781,183
21,490,40,781,183
22,490,40,781,183
23,490,40,781,184
24,490,40,781,184
25,490,40,781,184
26,490,40,781,184
27,490,39,781,184
28,490,39,781,184
29,489,39,781,184
30,490,39,781,184
31,489,39,781,184
32,489,39,781,184
33,489,38,780,184
34,489,38,780,184
35,489,38,780,184
36,489,38,780,184
37,489,38,780,184
38,490,38,780,184
39,490,38,779,184
40,490,39,779,184
41,490,39,780,184
42,490,40,780,184
43,490,39,781,184
44,490,39,781,184
45,490,39,781,184
46,490,39,781,184
47,489,39,781,184
48,489,39,781,184
49,489,39,781,184
50,489,38,781,184
51,489,37,781,184
52,489,37,782,184
53,489,36,782,184
54,489,36,782,184
55,489,36,782,184
56,489,36,783,184
57,489,34,783,184
58,489,28,783,184
59,489,22,783,184
60,489,19,783,184
61,489,16,783,184
62,489,16,783,184
63,489,15,783,184
64,489,13,783,184
65,489,13,783,184
66,489,12,783,184
67,489,12,783,184
68,489,11,783,184
69,489,11,783,184
70,489,12,783,184
71,489,14,783,184
72,489,15,783,184
73,489,15,783,184
74,489,16,783,184
75,489,18,782,184
76,489,18,781,184
77,489,19,781,184
78,489,19,781,184
79,489,18,781,184
80,489,18,781,184
81,489,17,781,184
82,489,17,781,184
83,489,16,781,184
84,489,16,781,184
