frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,772,293,777.0,282.0,763,275,,,717,273,734,361,639,339,715,455,612,454,706,549,604,558,595,430,523,420,692,485,616,479,635,627,574,641
1,772,292,776.0,281.0,762,274,,,717,272,734,361,641,338,715,455,612,453,706,548,604,557,595,427,524,417,691,484,614,479,635,626,573,641
2,772,292,776.0,280.0,762,273,,,717,272,733,360,640,338,714,455,611,453,706,547,603,556,595,427,524,416,691,484,615,479,635,627,574,640
3,772,293,776.0,281.0,762,274,,,717,273,733,361,640,339,714,455,610,453,706,547,602,557,594,427,524,417,691,484,614,480,634,627,573,641
4,772,293,777.0,282.0,763,275,,,717,273,733,361,640,339,713,455,610,453,705,547,602,557,594,429,523,419,691,483,616,479,635,627,574,641
5,773,294,777.0,282.0,763,275,,,717,274,732,361,640,340,713,454,609,452,705,545,602,555,594,428,523,418,692,483,615,480,635,627,575,640
6,771,293,776.0,282.0,762,275,,,716,273,731,360,640,339,713,454,610,452,705,545,601,555,593,428,524,418,693,484,616,481,636,626,575,640
7,770,290,775.0,279.0,760,272,,,715,269,731,358,639,337,713,452,610,451,705,544,602,553,596,428,525,418,695,483,614,479,637,626,575,639
8,769,287,773.0,276.0,760,269,,,716,264,730,355,636,333,712,450,611,449,705,541,602,550,599,426,528,416,694,485,615,479,639,626,576,638
9,768,282,773.0,270.0,759,263,,,715,259,730,349,637,327,712,446,611,444,705,538,603,546,597,421,526,410,694,483,616,477,639,625,577,638
10,767,274,773.0,263.0,758,256,,,715,252,732,341,637,318,711,440,610,435,703,532,604,537,599,415,527,405,691,482,612,478,640,624,578,641
11,767,266,774.0,255.0,758,248,,,714,245,732,333,637,309,710,430,610,422,702,523,602,525,598,409,526,398,683,482,606,477,642,627,579,642
12,768,254,775.0,243.0,758,236,,,716,233,737,318,644,295,711,420,613,412,701,511,601,515,597,389,527,377,673,479,601,482,641,623,579,642
13,765,235,773.0,224.0,754,218,,,712,218,737,301,644,280,710,405,613,396,702,497,603,497,598,377,527,366,671,474,598,481,641,621,580,639
