frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,782,344,,,789,330,,,777,307,722,331,722,323,,,692,416,,,688.0,494.0,588,362,587,357,656,454,666,451,624.0,554.0,636.0,556.0
1,782,344,,,789,330,,,778,307,723,329,722,322,,,692,416,,,689.0,490.0,588,360,586,355,661,452,667,451,626.0,551.0,634.0,555.0
2,782,344,,,789,330,,,778,307,723,329,722,323,,,692,416,,,688.0,491.0,588,360,586,355,661,452,666,451,626.0,551.0,633.0,555.0
3,782,344,,,788,330,,,777,307,724,329,722,322,,,692,415,,,688.0,490.0,588,361,586,355,660,452,667,451,626.0,551.0,634.0,555.0
4,782,344,,,788,330,,,777,307,723,330,722,323,,,692,418,,,687.0,492.0,587,358,586,353,657,452,665,450,624.0,553.0,632.0,556.0
5,782,344,,,788,330,,,777,307,724,330,721,324,,,691,420,,,687.0,495.0,589,357,585,352,660,452,664,450,627.0,553.0,630.0,556.0
6,782,343,,,788,330,,,777,307,724,330,721,323,,,691,419,,,687.0,494.0,589,357,585,352,660,452,664,450,627.0,553.0,630.0,556.0
7,782,343,,,788,329,,,775,307,724,331,720,324,,,691,420,,,687.0,495.0,590,357,585,352,660,452,664,450,628.0,552.0,629.0,555.0
8,781,341,,,786,328,,,772,306,725,333,723,321,,,690,416,,,686.0,490.0,581,359,577,351,657,454,667,448,630.0,546.0,633.0,549.0
9,781,340,,,785,327,,,771,305,725,330,723,318,,,690,409,,,687.0,477.0,582,357,579,349,657,453,667,448,630.0,545.0,631.0,548.0
10,780,336,,,785,322,,,771,297,726,329,719,313,,,688,404,,,688.0,470.0,579,352,571,343,664,451,668,447,632.0,535.0,631.0,540.0
11,780,336,,,785,322,,,771,297,726,330,719,313,,,688,405,,,688.0,471.0,579,352,571,343,664,451,668,447,632.0,536.0,631.0,541.0
12,780,332,,,785,319,,,771,294,726,323,719,308,,,686,397,,,686.0,463.0,580,350,572,341,662,448,664,447,626.0,533.0,630.0,539.0
13,778,327,,,783,314,,,769,287,725,315,718,299,,,688,385,,,684.0,458.0,581,351,573,341,660,450,662,444,622.0,534.0,637.0,536.0
14,781,318,,,784,304,,,768,281,733,311,716,293,,,688,385,,,681.0,455.0,593,348,575,337,669,439,654,436,653.0,528.0,627.0,533.0
15,780,306,,,783,291,,,767,266,732,306,712,283,,,686,377,,,680.0,444.0,596,344,575,331,678,437,656,436,,,628.0,527.0
16,780,306,,,784,291,,,767,266,732,307,712,283,,,686,377,,,681.0,443.0,596,344,575,331,681,436,656,436,,,629.0,526.0
17,778,295,790.0,292.0,782,281,,,764,255,728,294,712,273,,,687,366,,,677.0,433.0,591,341,577,330,662,435,654,433,,,,
18,776,279,789.0,276.0,780,264,,,761,241,722,281,711,265,,,686,365,,,674.0,432.0,585,337,578,327,634,434,648,432,,,,
19,776,268,,,779,252,,,761,228,722,270,708,256,,,684,358,,,694.0,423.0,591,331,580,321,631,430,637,426,,,,
20,776,254,,,778,238,,,758,212,722,255,705,238,,,684,344,,,702.0,408.0,599,327,585,316,631,429,632,418,,,,
21,776,253,,,778,238,,,758,212,723,256,705,237,,,684,340,,,701.0,408.0,600,327,585,315,630,430,632,418,,,615.0,521.0
22,775,238,,,777,225,,,756,204,722,234,704,228,,,686,320,,,708.0,373.0,617,316,606,313,637,429,629,426,,,,
23,770,223,,,773,210,,,752,189,711,219,701,216,,,684,309,,,716.0,368.0,612,314,607,313,630,435,633,433,,,,
24,769,209,,,770,195,,,746,175,709,213,696,205,,,685,300,,,718.0,359.0,610,308,600,304,631,429,631,427,,,,
25,760,196,,,761,182,,,738,164,707,201,691,196,,,682,287,,,716.0,332.0,623,301,611,300,639,423,625,420,,,,
26,760,196,,,761,182,,,738,164,706,201,691,196,,,682,287,,,716.0,332.0,622,301,611,300,639,423,625,420,,,,
27,752,182,,,751,170,,,729,153,692,192,686,189,,,681,278,,,,,619,310,609,309,654,431,636,440,645.0,551.0,621.0,571.0
28,746,170,,,744,159,,,721,146,696,185,682,180,,,684,262,,,711.0,312.0,636,312,622,312,652,432,638,440,643.0,546.0,626.0,571.0
29,739,161,,,738,150,,,718,136,682,175,676,174,,,678,260,,,,,649,320,641,322,657,434,641,443,642.0,546.0,626.0,570.0
30,734,153,,,732,141,,,709,129,677,174,667,173,,,651,262,,,,,654,319,645,321,659,431,645,441,643.0,548.0,626.0,572.0
31,734,153,,,732,141,,,709,129,677,174,667,173,,,648,262,,,,,654,320,645,322,659,431,644,441,644.0,547.0,626.0,572.0
32,727,145,,,723,135,,,697,127,673,172,661,169,,,670,258,,,,,650,317,640,319,657,433,645,440,642.0,545.0,627.0,569.0
33,719,142,,,714,132,,,690,124,662,167,658,166,,,674,252,,,,,646,316,642,319,655,436,646,444,641.0,546.0,627.0,570.0
34,712,139,,,708,129,,,684,122,655,167,653,169,,,668,254,,,,,649,321,645,325,656,435,645,443,643.0,550.0,627.0,569.0
35,705,134,,,699,124,,,672,119,653,166,649,167,,,669,251,,,,,650,312,644,315,656,432,646,440,645.0,547.0,627.0,570.0
36,705,134,,,700,124,,,672,119,653,166,649,167,,,669,251,,,,,650,312,644,315,656,432,646,440,645.0,547.0,627.0,570.0
37,700,137,,,695,128,,,672,121,644,164,649,166,,,664,250,,,,,640,317,641,321,654,433,646,441,643.0,548.0,627.0,568.0
38,696,135,,,692,126,,,668,120,640,164,646,165,,,666,249,,,,,639,318,641,323,655,434,646,441,644.0,548.0,628.0,567.0
39,691,138,,,687,129,,,662,122,633,164,642,165,,,666,247,,,,,638,319,641,323,655,435,647,441,643.0,549.0,628.0,566.0
40,688,135,,,683,125,,,659,120,628,163,639,164,,,663,244,,,,,638,319,643,323,656,436,647,441,646.0,553.0,632.0,567.0
41,688,135,,,683,126,,,659,120,628,163,640,164,,,663,244,,,,,638,319,643,323,656,436,647,441,646.0,552.0,632.0,567.0
42,686,133,,,681,124,,,655,121,626,165,638,167,,,667,248,,,,,638,320,644,325,655,437,648,442,643.0,552.0,629.0,566.0
43,684,133,,,678,124,,,652,121,625,165,637,167,,,666,248,,,,,637,320,643,324,656,436,648,441,643.0,551.0,629.0,565.0
