frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,679,348,686,341,674,338,,,657.0,329.0,686,361,623,354,685,411,605,412,689,452,596,462,643,398,601,397,667,425,624,429,659,499,616,505
1,679,347,686,340,674,338,,,657.0,329.0,686,360,623,354,685,410,605,412,689,452,596,461,645,399,603,397,668,426,625,428,659,499,616,504
2,680,346,686,339,674,337,,,657.0,329.0,686,360,623,354,685,410,605,412,689,452,596,461,644,399,602,397,668,426,625,428,659,499,616,504
3,680,346,686,339,674,337,,,657.0,329.0,686,360,623,354,685,410,604,412,689,452,596,461,645,399,603,398,668,426,625,428,659,499,616,504
4,680,346,686,339,674,337,,,657.0,329.0,686,360,623,354,685,411,604,412,689,452,596,461,646,400,604,399,668,426,625,428,659,499,616,504
5,680,346,686,339,674,337,,,656.0,329.0,686,360,623,354,685,410,605,412,689,452,597,461,647,400,605,399,668,426,624,430,659,499,616,504
6,680,346,686,339,674,337,,,656.0,329.0,686,360,623,354,685,410,605,412,689,452,597,461,646,400,605,399,668,426,625,429,659,499,616,504
7,680,346,686,339,674,337,,,656.0,328.0,686,360,623,354,685,410,605,412,689,452,596,461,647,401,605,400,668,426,625,429,659,499,616,504
8,680,346,687,338,674,336,,,656.0,328.0,686,359,623,354,683,408,604,412,688,451,597,461,648,399,606,398,669,426,623,429,660,498,614,504
9,680,346,686,338,674,336,,,657.0,328.0,686,360,623,354,685,409,604,412,689,451,596,461,647,400,605,399,668,426,625,429,659,499,616,504
10,680,345,687,338,674,335,,,657.0,328.0,686,360,623,354,684,409,604,412,689,451,596,461,646,400,605,399,668,426,625,429,659,499,616,505
11,680,345,687,337,674,335,,,656.0,327.0,686,359,623,354,684,409,605,411,689,451,597,461,646,400,605,399,668,427,624,429,659,499,616,504
12,681,343,687,336,675,333,,,656.0,325.0,686,357,622,353,683,407,604,412,687,449,598,460,649,399,607,399,669,427,623,429,660,499,613,504
13,681,342,687,335,675,333,,,656.0,324.0,686,357,622,352,683,407,604,411,688,449,597,459,651,401,608,401,669,426,623,429,660,500,613,504
14,681,340,688,333,675,331,,,656.0,322.0,685,356,622,350,683,406,604,410,688,448,598,459,649,401,607,400,669,426,624,427,660,500,613,504
15,682,338,688,331,676,329,,,657.0,320.0,685,354,622,349,683,404,604,408,688,447,598,457,651,402,609,401,669,424,623,427,661,500,613,504
16,682,336,688,329,676,326,,,657.0,319.0,684,351,624,346,683,401,604,405,687,444,597,455,650,398,609,397,670,423,623,425,658,500,614,504
17,682,332,688,325,677,323,,,658.0,316.0,685,351,623,345,684,400,606,402,689,442,599,450,648,399,607,398,667,424,623,426,659,501,614,504
18,683,328,689,320,677,318,,,658.0,312.0,685,348,624,342,684,397,606,399,689,439,598,446,644,393,603,392,667,423,619,427,659,500,613,505
19,682,322,689,315,677,313,,,657.0,305.0,685,342,623,335,683,393,606,392,689,434,599,442,648,391,606,390,667,422,620,426,658,499,613,506
20,683,316,689,308,677,306,,,657.0,300.0,686,337,625,331,680,389,604,389,687,431,598,438,646,389,604,387,668,421,619,426,661,499,612,506
21,683,307,689,300,677,298,,,657.0,293.0,686,333,625,327,681,382,606,382,686,424,600,429,645,384,603,383,667,422,616,428,660,499,612,506
22,683,300,689,292,677,290,,,657.0,284.0,685,325,626,319,680,375,606,377,686,416,600,424,645,380,604,379,667,422,614,429,659,500,612,506
23,683,291,689,283,676,281,,,656.0,277.0,686,318,625,312,680,369,607,369,686,412,600,418,645,373,603,372,664,420,616,428,660,499,613,508
24,683,282,689,275,676,272,,,656.0,268.0,686,311,625,305,681,362,607,360,686,406,601,409,645,369,603,368,664,422,614,429,660,499,612,507
25,681,273,687,265,674,264,,,654.0,262.0,686,306,623,300,683,359,605,356,689,401,599,406,651,372,608,371,663,426,615,431,659,500,610,507
26,680,263,686,256,673,254,,,653.0,252.0,686,297,623,291,684,350,605,349,690,392,600,398,654,367,611,366,661,431,614,431,660,500,611,506
27,678,254,683,246,671,245,,,651.0,244.0,685,291,622,285,684,345,607,342,690,387,602,390,656,365,613,363,659,429,613,429,661,501,612,505
28,676,245,682,238,668,237,,,648.0,238.0,685,284,622,279,685,339,606,336,691,382,602,385,658,364,615,363,659,429,613,427,660,501,612,504
29,673,236,678,229,665,228,,,645.0,231.0,683,278,620,273,685,333,605,329,692,376,602,377,660,362,617,361,659,427,614,425,660,500,612,503
30,669,231,675,223,662,222,,,643.0,222.0,681,272,616,268,685,329,604,326,693,371,601,372,661,363,617,363,660,430,614,429,659,501,610,504
31,666,225,672,218,659,217,,,640.0,218.0,679,267,615,263,684,323,604,319,692,367,602,364,662,359,619,359,659,428,614,429,659,501,611,505
32,664,222,669,215,657,214,,,637.0,215.0,676,262,614,260,684,316,603,314,693,361,602,359,664,357,622,357,659,428,616,429,659,501,610,504
33,660,220,665,213,653,212,,,635.0,212.0,674,261,610,258,682,313,603,312,691,357,602,359,664,353,622,353,657,427,616,429,660,501,612,504
34,657,219,663,213,651,211,,,632.0,212.0,671,260,608,257,681,311,602,310,692,355,603,356,665,352,623,353,657,427,617,429,660,501,612,505
35,655,220,660,214,648,213,,,629.0,213.0,669,260,607,257,680,310,600,308,692,355,603,354,665,349,624,350,658,425,618,427,660,501,612,504
36,653,222,657,215,646,214,,,627.0,213.0,667,260,606,257,680,310,599,309,693,355,603,354,664,351,623,352,658,426,619,428,661,501,613,504
37,650,223,655,216,644,215,,,626.0,215.0,666,261,605,258,679,311,599,309,693,355,604,353,664,351,625,352,658,425,619,427,660,500,613,503
38,649,224,654,217,643,216,,,624.0,216.0,665,262,604,259,679,312,598,309,693,355,604,353,665,351,625,352,659,425,620,427,660,500,613,503
39,649,224,653,217,642,216,,,623.0,216.0,665,263,604,260,679,312,598,310,694,356,604,354,665,350,625,351,659,425,619,427,660,501,613,503
40,648,224,653,217,641,216,,,623.0,217.0,665,263,604,260,679,312,598,310,694,356,604,353,664,350,624,351,659,425,620,427,660,501,613,503
41,647,223,652,217,641,216,,,622.0,217.0,664,263,604,260,679,313,598,309,694,356,604,353,664,350,624,351,660,425,620,427,660,501,613,503
42,582,333,592,320,573,322,620.0,302.0,,,671,335,578,339,706,419,572,418,718,489,569,481,697,393,635,392,687,448,605,431,687,558,614,547
43,583,332,593,319,574,321,621.0,302.0,,,672,335,578,339,706,418,573,418,718,489,570,481,697,392,635,391,687,449,605,431,686,558,614,547
