frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,639,138,651.0,128.0,633,129,676.0,134.0,,,706,198,609,198,722.0,269.0,582,271,719.0,334.0,567,330,678,340,615,339,679.0,437.0,621,428,686.0,556.0,617.0,545.0
1,731,359,,,730,349,,,707.0,342.0,661,375,663,372,,,643,442,,,641,512,554,448,552,445,627.0,486.0,634,474,,,593.0,531.0
2,732,359,,,730,349,,,707.0,342.0,661,375,663,372,,,643,442,,,641,513,554,447,552,445,627.0,485.0,634,473,,,592.0,530.0
3,732,359,,,731,348,,,707.0,341.0,661,376,663,372,,,642,441,,,640,513,554,449,552,445,,,634,474,,,594.0,532.0
4,732,358,,,731,347,,,707.0,341.0,661,376,662,372,,,642,442,,,643,514,555,449,552,446,,,634,472,,,593.0,531.0
5,732,358,,,731,347,,,707.0,341.0,663,375,663,372,,,642,442,,,640,514,555,449,552,446,,,634,473,,,594.0,533.0
6,732,357,,,731,346,,,707.0,340.0,663,374,663,371,,,643,440,,,640,510,555,450,552,446,,,634,475,,,,
7,733,356,,,731,345,,,707.0,339.0,663,374,663,370,,,643,439,,,639,510,555,450,552,447,,,637,469,,,597.0,534.0
8,732,355,,,730,344,,,706.0,338.0,663,374,664,368,,,643,438,,,638,508,556,452,552,447,,,639,468,,,597.0,531.0
9,733,353,,,731,343,,,706.0,337.0,665,372,664,368,,,643,440,,,639,510,558,450,554,446,,,630,480,,,,
10,734,351,,,732,341,,,708.0,335.0,663,368,666,365,,,644,438,,,634,507,555,450,554,446,,,632,477,,,,
11,735,349,,,733,338,,,708.0,330.0,666,367,667,361,,,644,434,,,638,509,558,448,553,443,,,635,464,,,,
12,735,344,,,734,333,,,708.0,326.0,664,360,668,358,,,645,426,,,639,493,556,441,555,438,,,617,444,,,,
13,736,338,,,734,327,,,707.0,321.0,661,355,669,355,,,646,423,,,640,493,552,440,555,439,,,629,443,,,,
14,737,332,,,734,322,,,708.0,316.0,661,350,670,349,,,648,414,,,643,482,557,439,559,437,,,612,431,,,,
15,737,325,,,735,315,,,709.0,309.0,662,342,671,343,,,650,408,,,653,456,559,426,561,427,,,620,444,,,583.0,450.0
16,738,317,,,736,306,,,710.0,300.0,666,335,672,334,,,651,400,,,630,456,567,421,566,419,,,615,445,,,583.0,451.0
