frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,609,290,615.0,283.0,,,635.0,294.0,,,613,349,687,348,590.0,418.0,709,414,564.0,451.0,684,439,614,470,664,469,606,580,665,573,608,687,668,674
1,621,152,627.0,143.0,618.0,145.0,654.0,141.0,,,681,191,620,203,683.0,247.0,602,265,665.0,304.0,580,316,654,308,612,310,652,403,612,405,659,503,617,498
2,619,152,626.0,142.0,616.0,144.0,653.0,141.0,,,680,191,618,204,682.0,248.0,599,265,666.0,304.0,580,316,653,307,609,310,652,403,613,405,660,503,617,498
3,618,151,624.0,141.0,614.0,144.0,651.0,141.0,,,679,191,616,204,681.0,247.0,597,266,667.0,304.0,580,316,654,307,610,310,652,403,613,405,660,503,617,498
4,614,152,621.0,141.0,611.0,144.0,648.0,139.0,,,678,190,615,204,679.0,248.0,597,266,667.0,305.0,580,317,655,308,611,311,652,404,612,406,660,503,616,498
5,611,152,617.0,141.0,606.0,144.0,644.0,139.0,,,675,191,612,204,679.0,250.0,595,267,667.0,307.0,579,319,656,306,612,309,651,401,610,402,660,503,616,496
6,604,153,610.0,142.0,599.0,146.0,637.0,138.0,,,673,188,609,200,676.0,252.0,595,266,664.0,309.0,578,321,657,307,614,309,653,399,610,399,660,504,613,497
7,598,154,604.0,143.0,593.0,147.0,631.0,138.0,,,670,188,604,202,674.0,253.0,594,268,665.0,311.0,579,323,660,309,615,311,652,398,609,399,660,504,613,498
8,591,159,598.0,147.0,587.0,151.0,625.0,143.0,,,666,192,600,205,673.0,256.0,593,271,667.0,316.0,578,325,660,311,616,314,651,402,611,403,660,504,614,497
9,586,166,591.0,154.0,580.0,159.0,618.0,146.0,,,661,193,596,208,672.0,259.0,591,274,668.0,321.0,579,329,660,311,616,315,653,401,611,403,660,504,614,498
10,578,169,584.0,156.0,574.0,161.0,611.0,148.0,,,656,196,592,212,669.0,261.0,589,280,667.0,326.0,578,336,664,311,620,315,652,398,611,400,660,504,615,497
11,575,175,580.0,163.0,569.0,167.0,606.0,153.0,,,652,200,589,215,668.0,267.0,587,283,666.0,334.0,577,339,666,313,624,318,653,398,611,397,661,504,616,497
12,566,184,571.0,172.0,562.0,177.0,599.0,160.0,,,649,205,586,222,667.0,272.0,585,288,666.0,338.0,578,345,668,318,625,323,653,398,612,398,661,504,616,498
13,565,194,567.0,181.0,559.0,186.0,594.0,166.0,,,645,212,584,230,666.0,277.0,582,293,666.0,343.0,577,352,672,316,629,322,657,404,609,397,661,504,617,495
14,560,205,562.0,192.0,,,588.0,176.0,,,641,221,582,237,665.0,283.0,581,300,668.0,349.0,577,359,668,319,627,323,658,405,614,400,664,504,617,493
15,554,214,556.0,201.0,,,582.0,186.0,,,637,227,578,242,663.0,292.0,582,308,666.0,356.0,577,368,672,320,631,324,659,405,615,403,666,505,617,496
16,550,224,552.0,211.0,,,579.0,196.0,,,636,236,575,253,663.0,297.0,579,315,666.0,362.0,575,373,678,326,635,330,663,408,615,399,665,507,617,492
17,548,234,551.0,222.0,,,577.0,207.0,,,634,244,577,259,665.0,312.0,581,322,670.0,378.0,574,382,682,322,640,326,665,409,609,395,663,509,615,495
18,544,246,547.0,234.0,,,574.0,220.0,,,630,255,570,265,661.0,323.0,577,329,666.0,386.0,575,388,683,326,641,329,661,406,612,399,669,508,618,498
19,540,257,543.0,245.0,,,569.0,231.0,,,629,266,569,277,660.0,332.0,578,341,666.0,395.0,574,400,684,329,642,332,658,406,609,399,669,507,618,497
20,539,270,541.0,257.0,,,568.0,242.0,,,628,275,567,288,659.0,340.0,576,353,667.0,402.0,575,411,685,333,643,337,657,405,609,399,668,509,617,499
21,536,283,538.0,270.0,,,565.0,254.0,,,627,285,567,296,660.0,352.0,576,360,669.0,412.0,574,414,688,339,646,342,651,408,605,401,667,510,619,500
22,534,293,537.0,280.0,,,563.0,266.0,,,625,292,564,303,658.0,364.0,577,375,671.0,430.0,574,432,695,332,652,336,651,410,604,402,663,508,618,501
23,538,306,541.0,293.0,,,564.0,278.0,,,624,300,566,315,659.0,376.0,576,386,672.0,444.0,575,444,699,347,658,354,651,394,605,401,661,506,614,502
24,535,316,538.0,304.0,,,564.0,288.0,,,622,308,566,322,658.0,384.0,576,393,672.0,450.0,577,448,699,348,658,355,653,396,607,403,662,506,615,502
25,534,327,534.0,315.0,,,556.0,297.0,,,621,313,565,324,663.0,382.0,576,388,678.0,447.0,577,444,697,340,658,345,646,406,603,403,663,506,618,504
26,666,174,,,658.0,166.0,,,633.0,167.0,618,215,627,222,,,639,301,,,654,364,622,347,627,353,628,444,628,457,635,537,626,562
27,666,177,,,660.0,166.0,,,633.0,166.0,615,217,626,224,,,640,301,,,657,366,623,351,628,356,632,444,628,456,635,537,625,557
