frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,773,288,778.0,276.0,762,270,,,717,266,741,358,643,334,721,455,617,450,711,544,607,551,607,431,534,418,697,488,617,471,638,621,578,631
1,773,290,779.0,278.0,763,271,,,717,266,741,359,642,334,722,456,616,451,711,544,605,551,607,433,533,420,700,488,615,470,638,621,581,632
2,773,286,778.0,275.0,763,268,,,716,264,740,357,641,333,721,455,616,451,711,544,605,551,608,430,535,418,698,488,614,469,638,619,581,631
3,772,284,777.0,272.0,761,266,,,715,263,740,356,641,332,721,454,616,451,711,543,605,550,608,430,535,417,698,488,617,470,638,620,581,632
4,771,283,776.0,271.0,760,265,,,714,262,740,355,641,331,721,454,616,452,711,543,606,550,609,430,535,418,698,489,615,470,638,620,581,633
5,770,283,775.0,271.0,760,265,,,714,262,739,355,640,332,721,454,615,452,712,542,606,551,610,432,536,419,699,488,611,470,638,620,580,634
6,769,283,773.0,271.0,759,265,,,713,262,737,355,640,332,721,454,616,452,713,542,608,551,608,431,535,419,699,488,612,472,638,620,581,633
7,768,282,772.0,270.0,757,264,,,712,260,736,352,638,330,721,453,615,451,713,541,607,550,609,429,536,418,698,487,611,472,638,620,582,634
8,766,279,771.0,266.0,756,260,,,711,257,734,349,638,327,720,451,615,449,712,541,608,547,608,425,536,413,697,488,613,474,638,619,583,635
9,765,274,770.0,262.0,755,256,,,711,251,735,343,639,320,718,445,616,442,713,538,609,541,608,419,536,408,696,490,616,475,638,618,584,634
10,766,269,772.0,257.0,756,250,,,711,246,736,337,638,313,717,439,615,433,712,530,613,532,613,415,540,403,693,488,609,477,642,620,584,637
11,767,260,772.0,249.0,757,242,,,714,238,735,329,639,304,714,429,616,421,712,522,612,524,610,413,538,401,693,488,605,474,642,624,581,637
12,765,247,773.0,236.0,756,229,,,716,226,737,315,645,290,717,419,614,410,713,511,607,513,604,392,535,380,683,483,612,482,638,618,581,638
13,763,233,771.0,222.0,753,215,,,713,212,737,302,642,277,717,403,616,394,712,494,609,494,608,387,537,374,682,482,607,480,639,624,581,642
14,765,216,772.0,206.0,756,200,,,715,194,731,284,650,266,713,381,618,374,712,475,609,478,613,379,555,372,676,470,601,473,654,613,584,635
15,763,196,770.0,187.0,754,181,,,713,176,730,268,647,246,712,364,617,355,711,458,607,462,620,367,559,358,670,469,595,468,648,616,581,632
16,760,175,768.0,165.0,751,160,,,711,154,729,245,648,225,712,346,618,340,717,436,608,445,619,356,560,347,665,467,595,465,647,613,582,631
17,758,153,,,748,138,,,707,137,723,224,645,205,707,334,618,321,712,420,604,425,613,346,558,338,665,460,598,463,645,611,586,632
18,749,132,755.0,123.0,739,118,,,702,117,720,205,642,185,708,313,613,299,710,401,602,404,618,336,564,328,663,460,599,465,645,611,584,632
19,742,115,748.0,106.0,732,101,,,695,100,716,188,640,169,709,298,612,280,711,387,602,382,625,330,571,323,663,464,600,468,642,612,583,633
20,734,101,741.0,93.0,724,87,,,688,87,716,174,635,153,712,282,608,257,715,374,599,362,639,326,583,318,663,466,602,466,647,614,582,633
21,726,92,733.0,83.0,717,77,,,680,76,707,163,628,141,707,271,604,245,712,359,598,351,646,327,591,319,663,471,604,473,644,618,582,635
22,719,85,725.0,75.0,710,70,,,674,68,702,154,622,133,705,262,599,238,710,353,594,343,650,323,595,316,661,473,602,472,645,620,582,635
23,711,80,718.0,70.0,703,65,,,667,64,698,150,617,129,702,258,597,234,711,349,595,339,655,321,599,314,656,473,601,472,644,621,582,636
24,705,78,712.0,68.0,696,63,,,660,62,693,148,612,128,699,254,595,231,711,344,598,337,658,323,602,318,652,470,600,471,644,620,583,635
25,699,79,706.0,68.0,690,63,,,654,60,687,146,607,127,698,253,592,229,714,343,600,335,659,323,604,318,653,469,601,470,644,620,583,635
26,695,81,701.0,70.0,686,65,,,648,61,684,150,602,131,697,254,595,231,714,342,604,335,661,325,605,321,652,470,602,472,643,618,583,629
27,691,81,698.0,69.0,681,66,,,647,63,690,151,609,134,694,253,591,232,713,339,607,327,671,318,616,315,654,465,607,462,640,616,585,632
28,688,81,695.0,69.0,678,66,,,644,63,688,150,606,135,694,252,591,232,714,339,608,327,672,318,617,315,655,465,608,463,641,616,585,633
29,686,82,693.0,70.0,676,67,,,642,64,687,151,605,135,694,253,591,233,714,339,609,327,671,317,616,313,656,464,607,462,641,615,585,633
30,685,82,691.0,71.0,675,67,,,641,64,686,152,604,135,694,253,590,233,714,339,608,327,670,317,616,314,656,463,608,462,641,616,585,633
31,683,82,690.0,71.0,673,67,,,640,64,686,152,604,136,694,254,589,233,714,340,607,327,671,317,615,314,656,463,608,461,641,616,585,633
32,683,80,690.0,68.0,672,65,,,638,62,686,151,602,136,693,255,588,235,714,340,606,327,673,319,616,316,658,465,608,463,642,618,582,634
33,684,81,691.0,70.0,674,66,,,640,64,687,152,604,137,694,254,590,235,711,340,607,328,670,317,615,314,656,464,608,461,640,616,584,633
34,685,78,691.0,67.0,674,64,,,640,62,687,151,603,137,692,257,588,235,711,342,603,327,671,318,614,315,656,468,607,465,640,618,582,634
35,687,78,693.0,66.0,676,64,,,642,62,688,151,604,136,694,258,589,235,711,343,602,328,671,319,614,316,656,468,607,466,641,618,582,635
36,687,82,694.0,72.0,678,66,,,642,61,685,154,601,134,698,260,594,234,714,347,604,333,658,326,601,321,655,465,598,468,641,617,583,634
37,691,80,697.0,70.0,682,66,,,645,63,681,147,600,130,695,254,590,234,711,349,598,339,655,324,600,320,658,474,604,475,643,619,582,635
38,695,81,701.0,70.0,686,66,,,648,63,685,153,603,134,696,260,595,236,709,349,598,341,653,328,596,323,659,473,605,477,645,617,581,631
39,697,82,704.0,72.0,688,67,,,653,65,687,151,606,133,697,259,591,239,709,351,596,344,651,328,595,324,664,475,607,478,644,619,582,636
40,701,85,708.0,74.0,692,70,,,658,69,690,155,610,136,698,262,594,240,708,355,597,347,648,328,593,323,664,475,607,477,644,619,582,635
41,707,88,714.0,78.0,698,74,,,663,73,695,160,614,140,700,268,595,244,706,360,596,351,645,329,590,324,665,473,606,476,645,618,583,635
42,712,93,719.0,83.0,703,78,,,668,78,699,165,619,145,701,274,599,251,706,367,595,359,640,328,585,322,666,470,606,473,646,617,583,634
43,719,100,726.0,90.0,710,85,,,674,84,702,171,624,152,703,282,602,261,707,373,594,365,633,330,579,324,668,467,606,471,645,615,583,633
44,726,106,732.0,96.0,716,91,,,679,90,705,180,627,160,703,290,603,270,706,382,593,373,627,334,573,327,665,467,603,471,644,613,583,632
45,732,113,739.0,104.0,723,98,,,685,97,713,189,630,171,708,297,602,283,709,387,594,387,625,333,568,326,663,464,601,465,645,612,584,631
46,739,123,747.0,114.0,730,108,,,692,107,717,200,634,180,708,306,603,292,708,397,594,396,620,336,563,329,662,460,597,464,646,611,585,630
47,745,133,752.0,123.0,736,118,,,696,116,718,213,637,190,702,318,605,304,704,403,594,405,617,339,560,330,658,459,596,464,645,609,585,629
48,751,144,757.0,133.0,742,128,,,702,127,722,222,639,200,702,325,608,314,703,410,596,414,617,341,559,331,659,457,593,460,644,609,584,628
49,755,153,,,746,138,,,706,138,723,228,640,209,706,334,610,324,704,420,593,424,612,344,554,336,658,456,589,460,647,610,584,629
50,758,163,,,749,148,,,708,147,724,235,642,217,706,343,613,336,706,430,597,435,609,349,551,342,657,458,589,463,647,609,585,629
51,760,173,,,751,157,,,710,156,724,243,642,225,707,350,613,344,706,436,596,442,607,353,549,346,658,459,590,465,648,606,584,629
52,760,183,767.0,174.0,752,168,,,711,162,727,254,646,233,708,353,612,344,706,445,598,452,614,360,555,350,661,465,590,465,649,611,582,626
53,761,193,768.0,183.0,752,178,,,711,173,730,262,648,245,709,363,616,354,707,456,605,459,611,363,552,356,668,462,593,468,651,609,584,629
54,761,201,767.0,192.0,751,186,,,710,183,730,273,645,252,711,373,614,360,707,463,607,468,617,372,555,363,672,463,601,463,652,611,582,627
55,761,211,769.0,200.0,750,193,,,710,191,736,279,641,256,708,385,613,373,703,477,604,476,606,369,536,358,674,469,601,474,641,617,584,636
56,763,223,771.0,212.0,753,205,,,712,202,737,291,642,268,711,395,615,384,703,487,605,486,605,377,535,366,680,472,604,475,641,617,583,636
57,763,233,771.0,222.0,753,215,,,713,212,737,301,641,276,715,403,615,392,707,497,608,495,605,383,534,371,684,476,606,475,640,617,581,636
58,767,242,774.0,230.0,757,223,,,716,220,735,308,643,285,712,413,613,400,705,508,608,509,600,384,530,373,682,471,604,471,643,617,581,634
59,771,256,777.0,243.0,762,237,,,718,232,736,321,643,297,712,423,614,412,707,518,608,518,601,392,530,380,684,474,605,472,643,617,579,634
60,773,265,779.0,254.0,763,247,,,720,243,738,331,644,305,714,430,616,421,709,527,611,529,602,400,530,388,686,477,607,470,642,617,576,633
61,776,275,782.0,263.0,766,256,,,723,251,740,340,645,313,716,439,618,431,710,537,613,540,601,405,529,392,689,479,608,468,641,617,574,632
62,782,286,788.0,274.0,772,267,,,726,263,740,352,647,324,719,452,620,443,710,546,611,549,599,410,528,397,693,479,614,468,640,616,576,629
63,784,295,790.0,283.0,775,276,,,731,271,741,358,650,331,719,453,619,446,712,545,611,550,600,412,529,398,695,480,611,466,639,617,577,629
64,788,299,793.0,287.0,779,280,,,734,274,742,359,652,331,720,453,617,444,711,543,609,548,601,410,531,396,697,480,612,468,641,615,579,627
65,789,299,794.0,287.0,780,280,,,735,274,744,358,653,330,720,452,618,443,710,542,609,547,603,411,532,397,698,480,612,467,642,616,579,627
66,788,299,794.0,287.0,779,280,,,735,272,745,357,654,329,721,453,620,442,710,542,610,545,603,410,533,396,697,480,614,468,642,616,578,628
67,787,303,794.0,291.0,778,283,,,735,273,746,357,653,329,721,453,621,445,711,545,611,549,606,408,535,394,696,480,614,470,640,615,579,629
68,786,308,794.0,297.0,779,288,,,737,274,746,357,653,329,722,454,621,446,710,546,611,551,604,407,533,394,696,479,617,471,639,615,580,628
69,786,316,795.0,305.0,780,295,,,739,277,745,358,654,329,721,454,621,445,709,545,611,550,602,407,532,392,696,479,617,472,639,616,577,629
70,781,323,789.0,314.0,778,304,,,742,281,742,357,655,328,722,452,620,444,707,545,611,550,599,405,532,390,694,480,620,471,638,616,577,626
