frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,,,,,,,,,,,704.0,,502.0,,749,149,494,50,740,331,486,180,712,205,575,186,678,422,590,360,672,583,598,500
1,,,,,,,,,,,741.0,6.0,523.0,,754,158,492,41,742,330,487,175,712,212,566,189,679,422,593,365,672,581,599,495
2,,,,,,,,,,,735.0,,,,758,134,493,35,744,324,486,170,710,207,569,187,679,422,595,366,676,582,597,500
3,,,,,,,,,,,,,,,765,124,493,29,749,316,489,169,709,188,569,169,673,409,602,355,677,574,592,508
4,587.0,233.0,599.0,218.0,578.0,221.0,629.0,215.0,,,673.0,274.0,579.0,279.0,705,358,574,354,716,429,568,420,692,361,628,363,690,438,611,431,692,558,613,549
5,587.0,226.0,599.0,211.0,579.0,214.0,629.0,209.0,,,672.0,269.0,579.0,274.0,704,352,575,348,715,424,568,415,692,359,629,360,691,439,612,431,692,558,614,549
6,588.0,219.0,600.0,205.0,579.0,208.0,630.0,203.0,,,673.0,264.0,579.0,269.0,704,347,575,342,715,418,569,410,692,357,629,359,689,439,614,433,691,557,613,548
7,588.0,212.0,600.0,198.0,579.0,201.0,630.0,196.0,,,673.0,258.0,578.0,263.0,704,342,575,337,716,411,569,404,691,356,628,357,688,439,615,429,691,557,613,546
8,589.0,204.0,601.0,191.0,580.0,194.0,630.0,192.0,,,672.0,250.0,578.0,255.0,703,336,576,334,714,403,570,399,688,353,625,355,688,442,618,437,691,556,613,549
9,590.0,198.0,602.0,186.0,582.0,188.0,631.0,187.0,,,673.0,246.0,579.0,251.0,703,332,576,329,713,398,571,395,688,353,624,355,688,444,619,440,692,555,613,548
10,593.0,184.0,605.0,171.0,584.0,173.0,634.0,173.0,,,674.0,238.0,580.0,244.0,705,321,575,320,715,390,570,385,687,352,624,354,685,443,618,438,689,554,616,544
11,594.0,176.0,607.0,163.0,585.0,166.0,635.0,166.0,,,676.0,232.0,582.0,238.0,706,316,576,316,714,385,570,382,687,347,625,349,685,440,619,437,690,555,615,545
12,597.0,169.0,609.0,157.0,588.0,159.0,637.0,161.0,,,678.0,228.0,583.0,234.0,707,311,576,310,714,379,570,377,686,347,623,349,684,439,620,436,690,554,616,546
13,598.0,164.0,610.0,152.0,590.0,154.0,638.0,156.0,,,680.0,223.0,583.0,229.0,705,306,576,305,714,374,571,373,686,345,622,347,685,440,619,437,689,555,615,547
14,600.0,158.0,612.0,146.0,592.0,148.0,641.0,152.0,,,681.0,220.0,584.0,225.0,706,302,576,302,715,369,571,371,688,342,623,344,685,439,619,436,690,557,615,548
15,603.0,153.0,615.0,140.0,596.0,142.0,642.0,147.0,,,682.0,216.0,586.0,222.0,705,297,576,300,715,366,570,366,688,345,625,347,685,439,619,436,690,558,615,549
16,605.0,149.0,617.0,137.0,598.0,139.0,644.0,142.0,,,684.0,213.0,588.0,218.0,706,294,576,296,715,361,571,361,686,347,623,349,684,438,620,435,690,559,614,550
17,610.0,141.0,622.0,129.0,603.0,131.0,649.0,136.0,,,687.0,205.0,591.0,210.0,709,285,577,287,716,355,571,355,685,343,622,345,683,438,619,435,690,557,616,547
18,614.0,138.0,625.0,127.0,606.0,128.0,651.0,134.0,,,688.0,202.0,592.0,207.0,709,282,578,284,715,352,571,350,684,342,620,344,683,438,618,436,690,557,616,548
19,616.0,136.0,628.0,125.0,609.0,127.0,653.0,131.0,,,690.0,199.0,593.0,203.0,710,279,578,281,715,349,571,348,684,342,620,343,683,436,618,433,689,556,615,547
20,618.0,135.0,630.0,124.0,611.0,125.0,655.0,130.0,,,691.0,197.0,594.0,202.0,711,277,579,279,716,344,570,344,682,341,619,342,682,436,618,435,689,556,616,548
21,620.0,133.0,632.0,122.0,613.0,124.0,657.0,129.0,,,693.0,195.0,595.0,200.0,712,274,579,278,717,342,570,343,683,338,619,339,681,435,619,434,688,556,616,548
22,623.0,132.0,634.0,121.0,615.0,123.0,660.0,127.0,,,695.0,193.0,596.0,198.0,713,272,579,276,718,339,570,340,682,337,618,339,680,435,619,434,688,555,616,548
23,625.0,131.0,636.0,121.0,617.0,122.0,662.0,126.0,,,696.0,192.0,598.0,196.0,714,270,580,273,718,338,569,336,681,337,617,338,680,437,620,436,688,554,616,548
24,628.0,131.0,640.0,120.0,621.0,122.0,665.0,126.0,,,698.0,191.0,600.0,195.0,716,269,580,272,718,335,569,334,680,339,616,340,680,437,622,435,688,556,617,549
25,630.0,132.0,642.0,121.0,623.0,122.0,667.0,126.0,,,700.0,191.0,601.0,194.0,717,268,581,271,718,335,569,333,680,338,616,338,680,438,623,434,687,556,618,548
26,632.0,133.0,643.0,123.0,624.0,124.0,668.0,127.0,,,700.0,192.0,603.0,195.0,718,268,581,271,718,334,569,332,679,339,616,339,680,439,623,436,688,555,618,548
27,633.0,135.0,644.0,124.0,626.0,125.0,670.0,128.0,,,701.0,193.0,604.0,195.0,718,268,582,271,718,334,568,331,680,339,617,339,680,438,622,435,687,556,617,548
28,633.0,134.0,645.0,123.0,627.0,125.0,671.0,128.0,,,703.0,195.0,606.0,198.0,717,269,580,271,717,335,567,333,679,340,617,340,678,440,622,436,687,558,617,550
29,635.0,135.0,646.0,124.0,628.0,126.0,672.0,130.0,,,704.0,196.0,606.0,199.0,718,269,581,272,717,335,566,333,679,340,616,340,678,439,622,434,687,558,617,549
30,635.0,136.0,647.0,125.0,629.0,127.0,672.0,131.0,,,704.0,197.0,607.0,200.0,718,270,581,273,717,336,566,333,679,339,616,339,678,439,621,435,687,557,617,549
31,637.0,138.0,648.0,127.0,630.0,129.0,673.0,134.0,,,705.0,199.0,608.0,202.0,718,270,582,272,717,336,566,333,678,341,616,341,678,440,621,435,687,558,617,549
32,638.0,138.0,649.0,128.0,631.0,129.0,673.0,134.0,,,705.0,199.0,609.0,202.0,718,270,582,273,717,336,566,333,678,341,616,341,678,440,622,435,687,558,617,548
33,639.0,138.0,650.0,128.0,632.0,129.0,674.0,134.0,,,705.0,199.0,609.0,202.0,718,270,582,272,716,336,566,333,678,341,616,341,678,440,622,435,686,557,617,548
34,639.0,138.0,650.0,128.0,632.0,129.0,674.0,134.0,,,705.0,199.0,609.0,202.0,718,270,582,272,717,337,566,333,678,341,616,341,678,440,621,435,687,557,616,548
35,639.0,138.0,650.0,128.0,632.0,129.0,675.0,134.0,,,705.0,199.0,609.0,202.0,718,270,582,272,717,337,566,333,677,342,615,342,678,441,621,436,686,557,616,548
36,639.0,138.0,650.0,128.0,633.0,129.0,675.0,134.0,,,705.0,199.0,609.0,201.0,718,270,581,272,717,336,566,332,677,343,615,343,677,441,621,435,686,557,616,548
37,639.0,138.0,651.0,128.0,632.0,129.0,675.0,135.0,,,705.0,198.0,608.0,200.0,720,270,582,271,719,335,567,331,677,343,614,342,679,439,621,433,687,556,616,547
38,639.0,138.0,651.0,128.0,632.0,129.0,676.0,134.0,,,705.0,198.0,608.0,199.0,721,270,582,271,719,335,567,331,677,343,615,341,678,438,621,431,686,556,617,546
39,639.0,138.0,651.0,128.0,632.0,129.0,676.0,134.0,,,705.0,198.0,608.0,199.0,722,269,582,271,719,334,567,331,677,343,615,341,679,438,621,431,687,556,617,546
40,639.0,138.0,651.0,128.0,633.0,129.0,676.0,134.0,,,705.0,198.0,608.0,199.0,722,269,582,271,719,334,567,331,677,343,615,342,679,439,621,432,686,556,617,547
