frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
0,730.0,355.0,,,734.0,342.0,,,713,321,654,343,656,352,,,632,461,,,629,532,515,397,513,403,622,470,627,481,598.0,571.0,609.0,603.0
1,730.0,355.0,,,735.0,340.0,,,716,316,650,343,653,352,,,631,460,,,628,536,520,397,520,403,621,476,630,481,589.0,583.0,603.0,599.0
2,730.0,355.0,,,735.0,340.0,,,716,316,650,343,653,352,,,631,460,,,629,536,520,396,520,403,621,475,630,481,589.0,583.0,602.0,599.0
3,730.0,355.0,,,736.0,340.0,,,716,316,651,343,654,353,,,632,460,,,629,537,524,395,524,402,621,476,630,482,589.0,584.0,603.0,599.0
4,730.0,355.0,,,735.0,340.0,,,716,316,652,344,653,354,,,631,462,,,630,540,526,397,524,403,622,474,630,482,589.0,581.0,602.0,598.0
5,730.0,355.0,,,733.0,341.0,,,713,319,656,343,657,351,,,631,460,,,627,529,523,397,520,403,623,471,628,483,595.0,572.0,607.0,603.0
6,730.0,355.0,,,733.0,341.0,,,712,320,656,344,656,352,,,631,461,,,627,529,524,397,521,403,623,471,628,482,595.0,574.0,607.0,603.0
7,733.0,352.0,,,734.0,339.0,,,713,318,659,351,654,350,,,630,470,,,634,543,521,400,509,400,630,476,617,475,599.0,577.0,613.0,612.0
8,734.0,352.0,,,734.0,339.0,,,712,319,659,352,653,351,,,629,471,,,634,546,521,400,509,399,630,476,617,475,599.0,576.0,612.0,611.0
9,734.0,352.0,,,734.0,339.0,,,711,318,659,352,653,351,,,629,471,,,634,546,522,400,509,400,630,476,617,475,599.0,574.0,612.0,612.0
10,734.0,352.0,,,734.0,339.0,,,712,319,659,353,653,351,,,630,470,,,634,544,522,401,509,400,630,477,617,475,599.0,575.0,612.0,612.0
11,733.0,352.0,,,734.0,339.0,,,712,319,659,353,653,351,,,630,470,,,634,543,523,401,510,400,630,476,618,476,599.0,573.0,613.0,612.0
12,734.0,352.0,,,734.0,339.0,,,712,319,660,353,653,352,,,629,470,,,634,543,524,401,511,401,630,476,617,477,600.0,573.0,613.0,612.0
13,734.0,352.0,,,734.0,339.0,,,712,319,661,354,653,352,,,629,469,,,634,541,525,402,512,401,631,477,617,477,600.0,573.0,613.0,612.0
14,731.0,355.0,,,734.0,341.0,,,712,319,652,345,651,356,,,630,462,,,629,530,535,395,532,402,623,472,632,479,588.0,579.0,601.0,592.0
15,731.0,355.0,,,734.0,341.0,,,710,319,652,346,650,356,,,630,461,,,630,530,538,397,535,404,624,472,632,479,588.0,579.0,602.0,592.0
